件数,医療機関コード,医療機関名,住所,市町村,電話番号,医師名,診療科目,診療時間_午前,診療時間_午後,月,火,水,木,金,土,日,祝日,休診日_1,休診日_2,休診日_3,オンライン診療,夜間診療,特徴,MAP
161,15-11399 ,友成医院,〒771－1302板野郡上板町七條字山ノ神２２番地１,板野郡,088-694-5515,友成　信二,小児科,8:30~12:00,13:00~19:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,バリアフリーで車椅子で利用できます。また、院内処方が有るため調剤薬局へ行く必要がありません。内視鏡検査(保険)にも対応できます。,"https://www.google.com/maps/place/%E5%8F%8B%E6%88%90%E5%8C%BB%E9%99%A2/@34.124887,134.405957,17z/data=!3m1!4b1!4m6!3m5!1s0x35537551708e8ea3:0x1e5dab86263bb14!8m2!3d34.124887!4d134.405957!16s%2Fg%2F1tgn2k4b?entry=ttu"
162,15-11407 ,平野内科,〒771－0204板野郡北島町鯛浜字川久保１９７－１,板野郡,088-698-8060,平野　幹夫,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,西鯛の浜バス停から徒歩3分とアクセス良好です。また、近くにショッピングモールがあるため帰りに看病に必要なものを買って帰ることができます。,"https://www.google.com/maps/place/%E5%B9%B3%E9%87%8E%E5%86%85%E7%A7%91/@34.114634,134.550751,17z/data=!3m1!4b1!4m6!3m5!1s0x35536df7d024e437:0xcb41d9217cd281e8!8m2!3d34.114634!4d134.550751!16s%2Fg%2F1tywvs6n?entry=ttu"
163,15-11589 ,奥村医院,〒771－1212板野郡藍住町徳命前須西１６６－１,板野郡,088-692-2403,奥村　尚英,小児科,9:00~12:30,16:00~18:30,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,地元で人気の病院です。院内は清潔感があり、優しい先生が患者様一人一人に寄り添って治療方法や述語のフォローも考えてくれます。とても安心できる病院です。,"https://www.google.com/maps/place/%E5%A5%A5%E6%9D%91%E5%8C%BB%E9%99%A2/@34.1155301,134.4785996,16z/data=!4m10!1m2!2m1!1z5aWl5p2R5Yy76Zmi44CA5b6z5bO2!3m6!1s0x3553737a23b983df:0x8c6efb90e0c29826!8m2!3d34.1155301!4d134.482977!15sChXlpaXmnZHljLvpmaLjgIDlvrPls7aSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1tfmfmrp?entry=ttu"
164,15-11852 ,大久保内科,〒771－1262板野郡藍住町笠木字中野１７９－５,板野郡,088-692-1220,大久保　直彦,小児科,9:00~13:00,15:00~19:00,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,とても落ち着いた優しい先生が印象的な診療所です。時間外でも状況によっては対応していただけることがあります。（※要相談）,"https://www.google.com/maps/place/%E5%A4%A7%E4%B9%85%E4%BF%9D%E5%86%85%E7%A7%91/@34.1358946,134.5064,17z/data=!3m1!4b1!4m6!3m5!1s0x355373ce3c3f5ee7:0x5550a3994c4ec918!8m2!3d34.1358946!4d134.5064!16s%2Fg%2F1tf_qprp?entry=ttu"
165,15-12033 ,くぼ小児科クリニック,〒771－0204板野郡北島町鯛浜字向９５－１,板野郡,088-678-7141,久保　雅宏,小児科,8:30~12:30,15:30~18:00,1,1,1,0,1,1,0,0,日・祝,木,土（午後）,0,0,14:30~15:30は予防接種を行っています。,"https://www.google.com/maps/place/%E3%81%8F%E3%81%BC%E5%B0%8F%E5%85%90%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.1178744,134.5419981,17z/data=!3m1!4b1!4m6!3m5!1s0x3553720e52ba3e61:0x33bd707d8a4db878!8m2!3d34.1178744!4d134.5419981!16s%2Fg%2F1hdyyg8mq?entry=ttu"
166,15-13007 ,水井医院,〒771－1270板野郡藍住町勝瑞字西地９３番地４,板野郡,088-641-3111,水井　三雄,小児科,8:30~12:30,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,県道沿いにあるため車でのアクセスがしやすいです。向かいに100円ショップがあるので帰りに看病用の備品などを買って買えるのに便利です。,"https://www.google.com/maps/place/%E6%97%A5%E6%9C%AC%E3%80%81%E3%80%92771-1270+%E5%BE%B3%E5%B3%B6%E7%9C%8C%E6%9D%BF%E9%87%8E%E9%83%A1%E8%97%8D%E4%BD%8F%E7%94%BA%E5%8B%9D%E7%91%9E%E8%A5%BF%E5%9C%B0%EF%BC%99%EF%BC%93%E2%88%92%EF%BC%94/@34.133859,134.512483,15z/data=!4m6!3m5!1s0x3553722d5554e1c1:0x817e973eb1e6a595!8m2!3d34.1338592!4d134.5124829!16s%2Fg%2F11clr7ktht?hl=ja-JP&entry=ttu"
167,15-13049 ,香川内科,〒771－1265板野郡藍住町住吉字神蔵１５８番地１,板野郡,088-692-9770,香川　博幸,小児科,8:30~12:30,14:30~18:30,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,住吉神社前バス停から徒歩4分でアクセス良好です。また、先生は丁寧な言葉遣いで対応してくださるので安心して受診できます。地元で人気の診療所です。,"https://www.google.com/maps/place/%E9%A6%99%E5%B7%9D%E5%86%85%E7%A7%91/@34.1236655,134.5070308,17z/data=!3m1!4b1!4m6!3m5!1s0x355373b6bbb2c89b:0xc37a89553d7cbacd!8m2!3d34.1236655!4d134.5070308!16s%2Fg%2F1tnk_6hy?entry=ttu"
168,15-13056 ,富本小児科内科,〒771－1220板野郡藍住町東中富字東傍示１番地の３,板野郡,088-692-7228,富本　尚子,小児科,8:45~12:00,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,小児かかりつけ医制度認定施設です。また、発達相談・育児相談・夜尿症の相談なども行っています。,"https://www.google.com/maps/place/%E5%AF%8C%E6%9C%AC%E5%B0%8F%E5%85%90%E7%A7%91%E3%83%BB%E5%86%85%E7%A7%91/@34.1234497,134.4773866,17z/data=!3m1!4b1!4m6!3m5!1s0x35537381d2523dfd:0xc41cbc5d16091ad!8m2!3d34.1234497!4d134.4773866!16s%2Fg%2F1tgd96td?entry=ttu"
169,15-13098 ,新居内科,〒771－0206板野郡北島町高房字八丁野東８番地１,板野郡,088-698-8808,新居　英昭,小児科,9:00~12:00,14:00~18:30,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,独自の説明用プレゼンテーションを数多く製作しており、診察デスク上の大型ディスプレイを利用して、患者様への行き届いたインフォームドコンセントを心掛けています。,"https://www.google.com/maps/place/%E6%96%B0%E5%B1%85%E5%86%85%E7%A7%91/@34.129482,134.5070991,13z/data=!4m10!1m2!2m1!1z5paw5bGF5YaF56eR44CA5b6z5bO2!3m6!1s0x355371f8745ea63b:0x4689591ddcf020f0!8m2!3d34.129482!4d134.542118!15sChXmlrDlsYXlhoXnp5HjgIDlvrPls7aSAQlpbnRlcm5pc3TgAQA!16s%2Fg%2F1tgn2k3n?entry=ttu"
170,15-13106 ,中山産婦人科・小児科,〒771－1221板野郡藍住町東中富字長江傍示５番地６,板野郡,088-692-0333,中山　孝善,小児科,9:00~12:30,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,ニコニコしていてとても明るい先生に診察していただけます。また、院内ショップを構えており、店内ではミルク、消毒用品、授乳器、葉酸などを販売しています。,"https://www.google.com/maps/place/%E4%B8%AD%E5%B1%B1%E7%94%A3%E5%A9%A6%E4%BA%BA%E7%A7%91%E3%83%BB%E5%B0%8F%E5%85%90%E7%A7%91/@34.1285841,134.4818024,17z/data=!3m1!4b1!4m6!3m5!1s0x35537385a749f94b:0xa6b1c2f5ff2f6316!8m2!3d34.1285841!4d134.4818024!16s%2Fg%2F1twyxbtr?entry=ttu"
171,15-13254 ,谷口耳鼻咽喉科クリニック,〒771－0220板野郡松茂町広島字南ノ川４２番地１,板野郡,088-699-2787,谷口　雅彦,小児科,9:00~12:30,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,水（午後）,0,0,0,先生の人柄が素晴らしくてとても人気のある診療所です。11時代、16時代が比較的空いている場合があります。また、診療予約システムのアイチケットが使用できます。,"https://www.google.com/maps/place/%E8%B0%B7%E5%8F%A3%E8%80%B3%E9%BC%BB%E5%92%BD%E5%96%89%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.1332266,134.5688436,17z/data=!3m1!4b1!4m6!3m5!1s0x35536e152d976c2d:0x38a4d8dd924d7129!8m2!3d34.1332266!4d134.5688436!16s%2Fg%2F1vn_wszn?entry=ttu"
172,15-13270 ,こやま小児科内科クリニック,〒771－1251板野郡藍住町矢上字原１９３番地１,板野郡,088-637-3211,小山　哲哉,小児科,9:00~13:00,14:30~18:30,1,1,1,1,1,1,0,0,日・祝,水（午後）,0,0,0,症状に合わせて的確な検査を行ってくれるので、病気の特定が早く適切な処置を行っていただけます。また、有事の際は時間外でも電話等で相談にのっていただける場合があります。（※要相談）,"https://www.google.com/maps/place/%E3%81%93%E3%82%84%E3%81%BE%E5%B0%8F%E5%85%90%E7%A7%91%E5%86%85%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.126124,134.5015609,17z/data=!3m1!4b1!4m6!3m5!1s0x355373b98fb34a4f:0x494a51e50b7d973b!8m2!3d34.126124!4d134.5015609!16s%2Fg%2F1tf6v5hp?entry=ttu"
173,15-13288 ,ファミリークリニックしんの,〒779－0118板野郡板野町下庄字古杉１０６番地２,板野郡,088-672-5148,新野　秀樹,小児科,9:00~13:00,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,女性の先生が診察してくれるので、男性を怖がってしまうお子さんでも安心して受診できます。,"https://www.google.com/maps/place/%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%E3%81%97%E3%82%93%E3%81%AE/@34.122326,134.454605,17z/data=!3m1!4b1!4m6!3m5!1s0x355374ed1e34bbaf:0x5be49a7b763ce257!8m2!3d34.122326!4d134.454605!16s%2Fg%2F1v8kyf1y?entry=ttu"
174,15-13304 ,いのもと眼科内科,〒771－0204板野郡北島町鯛浜字かや１２２番地の１,板野郡,088-698-8887,猪本　享司,小児科,9:00~12:30,13:30~17:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,眼科と内科それぞれに専門医が在籍しており、最新の広角眼底カメラや網膜の三次元解析装置、経鼻内視鏡や大腸内視鏡、睡眠時無呼吸症候群の検査機器などさまざまな医療機器が導入されています。,"https://www.google.com/maps/place/%E3%81%84%E3%81%AE%E3%82%82%E3%81%A8%E7%9C%BC%E7%A7%91%E5%86%85%E7%A7%91/@34.119331,134.551068,17z/data=!3m1!4b1!4m6!3m5!1s0x35536df89154dcdb:0x16a0a30487eba350!8m2!3d34.119331!4d134.551068!16s%2Fg%2F1tgx4f6p?entry=ttu"
175,15-13312 ,北島こどもクリニック,〒771－0203板野郡北島町中村字東堤ノ内１９－１,板野郡,088-697-2221,富永　ユリ,小児科,9:00~13:00,14:30~18:30,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,健康外来もしており、お風邪の方と待合室が別室になっているので安心して受診できます。また、要望接種のインターネット予約システムも構築されています。,"https://www.google.com/maps/place/%E5%8C%97%E5%B3%B6%E3%81%93%E3%81%A9%E3%82%82%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.127924,134.560858,17z/data=!3m1!4b1!4m6!3m5!1s0x35536e0fa2bf7f51:0x63a943ff5b5bd7df!8m2!3d34.127924!4d134.560858!16s%2Fg%2F1tfld1h1?entry=ttu"
176,15-13338 ,井関クリニック,〒771－1343板野郡上板町椎本字椎ノ宮３１４番地の１,板野郡,088-637-6066,井関　俊彦,小児科,9:00~12:30,14:00~18:30,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,理念：奉仕精神に基づき、患者様の立場にたった医療を行います。何事も親身になり、相談できる家庭医を目指します。笑顔のたえない、明るい職場づくりに務めます。,"https://www.google.com/maps/place/%E4%BA%95%E9%96%A2%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.120315,134.436812,17z/data=!3m1!4b1!4m6!3m5!1s0x355375209f5b21cd:0xc2a50fbf05746321!8m2!3d34.120315!4d134.436812!16s%2Fg%2F1v44n78n?entry=ttu"
177,15-13346 ,上板整形外科クリニック,〒771－1330板野郡上板町西分字君ノ木７番地１,板野郡,088-637-6600,井上　昭,小児科,8:30~11:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,先生の腕が良いと評判の診療所です。多くの人が利用していることと駐車場が少な目なので、電話予約をしてから受診することをおすすめします。,"https://www.google.com/maps/place/%E4%B8%8A%E6%9D%BF%E6%95%B4%E5%BD%A2%E5%A4%96%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.1153321,134.4228076,17z/data=!3m1!4b1!4m6!3m5!1s0x3553753475a7a3f5:0x983b78ee77c61d4c!8m2!3d34.1153321!4d134.4228076!16s%2Fg%2F1txflzj3?entry=ttu"
178,15-13429 ,健生きたじまクリニック,〒771－0203板野郡北島町中村字東開１４－１,板野郡,088-698-9629,田中　宏実,小児科,8:50~12:00,15:00~18:30,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,どの先生も優しく対応してくれて待合室も広く清潔感があります。また、インターネット予約ができます。組合員になると予防接種の価格が安くなります。,"https://www.google.com/maps/place/%E5%81%A5%E7%94%9F%E3%81%8D%E3%81%9F%E3%81%98%E3%81%BE%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.1246458,134.5478869,17z/data=!3m1!4b1!4m6!3m5!1s0x355372014dd72831:0xf631b4757c3b06d8!8m2!3d34.1246458!4d134.5478869!16s%2Fg%2F1tj28tyc?entry=ttu"
179,15-13445 ,森本医院,〒771－1272板野郡藍住町勝瑞字成長６２番地,板野郡,088-641-4141,森本　博文,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,患者様とのコミュニケーションを大切にされている診療所です。一人一人に合わせた適切な診断・治療を行っていただけます。,"https://www.google.com/maps/place/%E6%A3%AE%E6%9C%AC%E5%8C%BB%E9%99%A2/@34.1287513,134.518509,17z/data=!3m1!4b1!4m6!3m5!1s0x35537231a1235c63:0xaacde591ea562edf!8m2!3d34.1287513!4d134.518509!16s%2Fg%2F1tfg5h1m?entry=ttu"
180,15-13460 ,近藤内科医院,〒779－0111板野郡板野町那東字楠木２－１,板野郡,088-672-5630,近藤　多喜男,小児科,9:00~13:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,レントゲン、超音波検査、心電図などの最新設備が完備されています。,"https://www.google.com/maps/place/%E8%BF%91%E8%97%A4%E5%86%85%E7%A7%91%E5%8C%BB%E9%99%A2/@34.135316,134.3691152,12z/data=!4m10!1m2!2m1!1z6L-R6Jek5YaF56eR5Yy76Zmi44CA5b6z5bO2!3m6!1s0x355374fd74ebb673:0x84554568b76e1831!8m2!3d34.135316!4d134.439153!15sChvov5Hol6TlhoXnp5HljLvpmaLjgIDlvrPls7aSAQlpbnRlcm5pc3TgAQA!16s%2Fg%2F1tcxglqr?entry=ttu"
181,15-13569 ,三愛内科,〒779－0104板野郡板野町吹田字町南２７－２,板野郡,088-672-0176,柴田　明徳,小児科,9:00~13:00,14:30~18:30,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,気になる症状があったらお気軽にご相談くださいとのことです。頭痛ひとつにとってもいろんな症状、原因があり、そういった細かなところまで診断していただけます。エコー診断もあります。,"https://www.google.com/maps/place/%E4%B8%89%E6%84%9B%E5%86%85%E7%A7%91/@34.143796,134.462259,17z/data=!3m1!4b1!4m6!3m5!1s0x3553746c244ad305:0xc48d3fbccde1dad9!8m2!3d34.143796!4d134.462259!16s%2Fg%2F1tgyzdss?entry=ttu"
182,15-13619 ,田根内科,〒771－0205板野郡北島町江尻字松堂４５－１,板野郡,088-698-0123,田根　なつ紀,小児科,9:00~12:30,14:00~18:00,1,1,0,1,1,1,0,0,日・祝,金（午後）,水,1,0,東開バス停から徒歩1分とアクセス良好です。また、インターネット予約もできます。,"https://www.google.com/maps/place/%E7%94%B0%E6%A0%B9%E5%86%85%E7%A7%91(%E3%81%9F%E3%81%AD%E3%81%AA%E3%81%84%E3%81%8B)/@34.1226193,134.5485942,17z/data=!3m1!4b1!4m6!3m5!1s0x35537200c45fc7f7:0x314a12a00c48473d!8m2!3d34.1226193!4d134.5485942!16s%2Fg%2F1trrb020?entry=ttu"
183,16-10019 ,阿波病院,〒771－1603阿波市市場町市場字岸ノ下１９０番地１,阿波市,0883-36-5151,堀江　秀茂,小児科,8:30~16:45,0,1,1,1,1,1,1,0,0,日・祝,土,0,1,1,入院設備もある総合病院です。時間外緊急診療をしていただけます。（※要連相談）,"https://www.google.com/maps/place/%E9%98%BF%E6%B3%A2%E7%97%85%E9%99%A2/@34.0842415,134.2756205,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a4ee105045a7:0x608c165c934c1dd0!8m2!3d34.0842415!4d134.2756205!16s%2Fg%2F120rg0fj?entry=ttu"
184,16-10043 ,大野病院,〒771－1506阿波市土成町土成字南原２３１番地,阿波市,088-695-2112,大野　孔文,小児科,9:00~13:00,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,水・土（午後）,0,0,0,入院設備のある病院で、一人一人と向き合い地域に根ざした医療を心掛けています。,"https://www.google.com/maps/place/%E5%A4%A7%E9%87%8E%E7%97%85%E9%99%A2/@34.101908,134.343628,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a112c22daded:0x97574ea83d7f7207!8m2!3d34.101908!4d134.343628!16s%2Fg%2F1tfd4sr1?entry=ttu"
185,16-10977 ,賛広診療所,〒771－1706阿波市阿波町南西谷７番地,阿波市,0883-35-2107,大塚　明,小児科,8:30~10:00,0,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,午前中のみの診察です。,"https://www.google.com/maps/place/%E8%B3%9B%E5%BA%83%E8%A8%BA%E7%99%82%E6%89%80/@34.0760818,134.1936841,17z/data=!3m1!4b1!4m6!3m5!1s0x3553ba7466caad9f:0x45359a394074cdc7!8m2!3d34.0760818!4d134.1936841!16s%2Fg%2F1tj9r4y3?entry=ttu"
186,16-12072 ,林内科医院,〒771－1701阿波市阿波町谷島１５８番地,阿波市,0883-35-6226,林　康夫,小児科,9:00~12:30,15:00~18:30,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,光あふれる明るい待合室で、診察も温かい雰囲気の中で行っていただけるため安心感があります。病気のことだけでなく、お互いになんでも相談できる、そんな信頼関係を築いて行きたいと考えておられらます。,"https://www.google.com/maps/place/%E6%9E%97%E5%86%85%E7%A7%91%E5%8C%BB%E9%99%A2/@34.080257,134.1190653,11z/data=!4m10!1m2!2m1!1z5p6X5YaF56eR5Yy76Zmi44CA5b6z5bO2!3m6!1s0x3553a4d844ab927f:0xc3e873c8c5be1bb6!8m2!3d34.080257!4d134.259141!15sChjmnpflhoXnp5HljLvpmaLjgIDlvrPls7aSAQlpbnRlcm5pc3TgAQA!16s%2Fg%2F1ty722nf?entry=ttu"
187,16-12098 ,太田診療所,〒771－1612阿波市市場町上喜来字二俣前３８１番地１,阿波市,0883-36-2076,太田　晃,小児科,9:00~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,各種予防接種が受けられます。近くに最寄り駅やバス停が無いので車での受診をお勧めします。,"https://www.google.com/maps/place/%E5%A4%AA%E7%94%B0%E8%A8%BA%E7%99%82%E6%89%80/@34.1047525,134.2678029,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a49893ccaacb:0x5e9796ebb4eb59aa!8m2!3d34.1047525!4d134.2678029!16s%2Fg%2F1tfybd6p?entry=ttu"
188,16-12148 ,金塚内科,〒771－1507阿波市土成町吉田字城根木３６番地,阿波市,088-695-5858,金塚　勝,小児科,9:00~12:30,14:00~19:00,1,1,0,1,1,1,0,0,日・祝,水,0,0,0,19:00まで診察していただけるので学校が終わってからでも間に合います。土曜日でも19:00まで診ていただけます。,"https://www.google.com/maps/place/%E9%87%91%E5%A1%9A%E5%86%85%E7%A7%91/@34.1067216,134.360254,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a1aae09eea0d:0xed0a484d97e86c0f!8m2!3d34.1067216!4d134.360254!16s%2Fg%2F1tdpd05m?entry=ttu"
189,16-12155 ,乾内科外科,〒771－1502阿波市土成町水田字久保田１６－１,阿波市,088-695-5006,乾　浩三,小児科,8:30~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,院内バリアフリーです。早朝からみていただけます。,"https://www.google.com/maps/place/%E4%B9%BE%E5%86%85%E7%A7%91%E5%A4%96%E7%A7%91/@34.0970173,134.3241905,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a1589ab705ad:0x557b04470b61ec43!8m2!3d34.0970173!4d134.3241905!16s%2Fg%2F1tf7_dt7?entry=ttu"
190,16-12189 ,御所診療所,〒771－1507阿波市土成町吉田字原田市の四３１番,阿波市,088-637-8033,加藤　修司,小児科,8:30~12:30,14:00~18:30,1,1,1,1,1,1,0,0,日・祝,0,0,0,1,夜間診療の相談も受けていただけます。抗原検査は綿棒を口に含んで唾液を採取する方法を採用しているため患者様の負担やストレスも少なくなっています。,"https://www.google.com/maps/place/%E5%BE%A1%E6%89%80%E8%A8%BA%E7%99%82%E6%89%80/@34.1090816,134.3489073,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a109c4d742a5:0x636d6fe7a3a624f7!8m2!3d34.1090816!4d134.3489073!16s%2Fg%2F1tgytjh4?entry=ttu"
191,16-12197 ,おおつか内科,〒771－1705阿波市阿波町善地７番地１３,阿波市,0883-35-6070,大塚　晋作,小児科,9:00~12:00,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,1,病児・病後児保育を開室しており、病気中または病気の回復期にあって、勤務の都合によって集団保育や家庭での保育をすることができない場合、お子さんを一時的に預かる事業です。また、夜間の問い合わせも可能です。,"https://www.google.com/maps/place/%E3%81%8A%E3%81%8A%E3%81%A4%E3%81%8B%E5%86%85%E7%A7%91/@34.0755244,134.2075902,17z/data=!3m1!4b1!4m6!3m5!1s0x3553ba7cd7d2da6b:0xbaec47a3a55341fc!8m2!3d34.0755244!4d134.2075902!16s%2Fg%2F11bcclxsd7?entry=ttu"
192,17-10025 ,吉野川医療センター,〒776－8511吉野川市鴨島町知恵島字西知恵島１２０,吉野川市,0883-26-2222,橋本　寛文,小児科,8:30~15:00,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,1,入院設備の整った総合病院です。災害拠点病院にも指定されています。,"https://www.google.com/maps/place/%EF%BC%AA%EF%BC%A1%E5%BE%B3%E5%B3%B6%E5%8E%9A%E7%94%9F%E9%80%A3+%E5%90%89%E9%87%8E%E5%B7%9D%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/@34.0753503,134.3408418,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a6b5a7cfcd1f:0xb75ebd123953c774!8m2!3d34.0753503!4d134.3408418!16s%2Fg%2F120rsddt?entry=ttu"
193,17-10389 ,鈴木内科,〒776－0031吉野川市鴨島町敷地１４番地１,吉野川市,0883-24-5880,鈴木　直紀,小児科,9:00~12:30,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,1,0,AI問診ができます。また、、内科全般から心臓や血管の病気、高血圧、糖尿病などの広い範囲の診療を行っていただけます。エコー検査なども実施いただけます。,"https://www.google.com/maps/place/%E9%88%B4%E6%9C%A8%E5%86%85%E7%A7%91/@34.0753503,134.3408418,14z/data=!4m10!1m2!2m1!1z6Yi05pyo5YaF56eR44CA5b6z5bO2!3m6!1s0x3553a6c411925685:0xc54d922f80d21!8m2!3d34.061586!4d134.348146!15sChXpiLTmnKjlhoXnp5HjgIDlvrPls7aSAQlpbnRlcm5pc3TgAQA!16s%2Fg%2F1v3dpysm?entry=ttu"
194,17-10405 ,木村内科胃腸科,〒776－0020吉野川市鴨島町西麻植字絵馬堂６１番地,吉野川市,0883-24-6413,木村　好孝,小児科,9:00~12:30,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,水（午後）,0,0,0,早期診断、早期治療をモットーにされております。内視鏡検査やX線検査の設備が完備されています。,"https://www.google.com/maps/place/%E6%9C%A8%E6%9D%91%E5%86%85%E7%A7%91%E8%83%83%E8%85%B8%E7%A7%91/@34.0694929,134.3394105,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a6b7624624bd:0x4e6231ff5dbf75f8!8m2!3d34.0694929!4d134.3394105!16s%2Fg%2F1tkb_yj8?entry=ttu"
195,17-10421 ,鈴木内科,〒776－0005吉野川市鴨島町喜来３７４番地,吉野川市,0883-24-3413,鈴木　雅晴,小児科,9:00~13:00,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,アットホームな雰囲気で明るくリラックスしていただける清潔な院内環境を心がけています。鴨島駅から東へ徒歩3分とアクセスも良好です。,"https://www.google.com/maps/place/%E9%88%B4%E6%9C%A8%E5%86%85%E7%A7%91/@34.0694929,134.3394105,14z/data=!4m10!1m2!2m1!1z6Yi05pyo5YaF56eR44CA5b6z5bO2!3m6!1s0x3553a12a2ee92179:0x6d6d5a321e9d4d13!8m2!3d34.073351!4d134.35952!15sChXpiLTmnKjlhoXnp5HjgIDlvrPls7aSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1tgw7qwc?entry=ttu"
196,17-10439 ,杉山医院,〒779－3301吉野川市川島町川島４０５番地１１,吉野川市,0883-25-2802,青山　眞理,小児科,9:00~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,1,女性の医師が診察してくれるので、男性が苦手なお子さんも安心して受診できます。また、状況によっては夜間に対応していただける場合があります。（※要相談）,"https://www.google.com/maps/place/%E6%9D%89%E5%B1%B1%E5%8C%BB%E9%99%A2/@34.062624,134.320496,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a426f13de21b:0x36c1eb8c700438b1!8m2!3d34.062624!4d134.320496!16s%2Fg%2F1tcvrp2q?entry=ttu"
197,17-11304 ,糸田川眼科,〒776－0010吉野川市鴨島町鴨島５２６－１８,吉野川市,0883-24-2531,糸田川　誠也,小児科,8:30~13:00,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,金（午後）,0,0,0,入院設備のがあり、院内バリアフリーとなっています。専門が眼科さんなので学校で目をケガした時などもみていただけます。,"https://www.google.com/maps/place/%E7%B3%B8%E7%94%B0%E5%B7%9D%E7%9C%BC%E7%A7%91/@34.0732401,134.3550896,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a12cf73a8971:0x1032ed69c69322ff!8m2!3d34.0732401!4d134.3550896!16s%2Fg%2F1tf7kcs6?entry=ttu"
198,17-11320 ,糸田川クリニック,〒776－0010吉野川市鴨島町鴨島５２６－１８,吉野川市,0883-24-7555,糸田川　美知子,小児科,9:00~13:00,0,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,鴨島駅から西に徒歩3分の場所にありアクセス良好です。医師は女性なので男性が苦手なお子様も安心して受診できます。午前中のみの診療となります。,"https://www.google.com/maps/place/%E7%B3%B8%E7%94%B0%E5%B7%9D%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.0728495,134.355172,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a13bb1aecadb:0x2e07417ecfaefb!8m2!3d34.0728495!4d134.355172!16s%2Fg%2F11sbmth661?entry=ttu"
